,name,Pros,Cons
12,Alcoa,"['""The good benefits are good"" (in 92 reviews)', '""pay is good not bad work"" (in 66 reviews)', '""Good people work there and they are positive."" (in 63 reviews)', '""You must negotiate for a good salary because the raises are small but the performance bonus can be very good."" (in 30 reviews)', '""employees are great and easy to get along with"" (in 14 reviews)']","['""Poor Management blinded by personal preferences and prejudice."" (in 56 reviews)', '""There is No work life balance"" (in 25 reviews)', '""Upper management is horrible at the Corporate level"" (in 22 reviews)', '""Not experienced managers"" (in 14 reviews)', '""Long hours and rough conditions"" (in 12 reviews)']"
13,Peter Kiewit Sons’,"['""Pays good and benefits are good"" (in 290 reviews)', '""This can be great for people that like to learn fast and learn by doing."" (in 226 reviews)', '""Good pay and they have good benefits"" (in 178 reviews)', '""Great opportunities for those wishing to travel the country and be fully immersed in your work."" (in 59 reviews)', '""Good salary and free lunch for employees"" (in 57 reviews)']","['""Long hours (expected to work at least 10 hours a day) and heavy work loads."" (in 242 reviews)', '""No work/life balance and are shamed if you have to take care of your kids."" (in 234 reviews)', '""they have poor management personal that tend to be buddy buddy with each other that tends to hurt the employees under them"" (in 107 reviews)', '""Stressful and always working long hours but its expected from the job"" (in 100 reviews)', '""Direct managers don\'t have the power to make the performance review mean anything."" (in 41 reviews)']"
14,Aramark,"['""Good pay and for at least 3 days a week you have all the flexibility you need."" (in 496 reviews)', '""Benefits are good and tasks are relatively easy to do"" (in 454 reviews)', '""The people I worked with were mostly really great people that I enjoyed working with and helping out when needed."" (in 407 reviews)', '""My coworkers were great and a lot of the people I interacted with were super friendly."" (in 150 reviews)', '""We get free food (leftovers) and you get to know other student employees at Catering on the Charles."" (in 129 reviews)']","['""Poor management: unorganized so they cause issues with your job although you rarely see them"" (in 654 reviews)', '""Long hours and a lot of responsibility with pay that doesn’t reflect the work out in"" (in 278 reviews)', '""Poor upper management."" (in 221 reviews)', '""Half of the managers are good but the other half are really horrible."" (in 219 reviews)', '""Employees are expected to work on equipment they have no training on making it unsafe."" (in 185 reviews)']"
15,Vistra,"['""manager and colleagues are friendly and good to work with"" (in 35 reviews)', '""Working environment is good."" (in 16 reviews)', '""Nice people and ok environment"" (in 14 reviews)', '""good team spirits and good benefits"" (in 12 reviews)', '""Good work life balance"" (in 10 reviews)']","['""Bad management and they change very freq"" (in 23 reviews)', '""low salary and overtime working"" (in 15 reviews)', '""Disorganised, almost no bonus, too many people coming and leaving"" (in 7 reviews)', '""Young management team with no leadership"" (in 7 reviews)', '""Sometimes need to work overtime in peak session, a little bit low pay"" (in 6 reviews)']"
16,State Street,"['""Good work life balance with the ability to work from home once established as a good performer."" (in 508 reviews)', '""Good benefit 3 weeks paid vacation + health and dental + paid for your continuing study like CPA or CFA"" (in 499 reviews)', '""They offer work at home access which is great for people who have a long commute."" (in 468 reviews)', '""You get to work from home and very flexible"" (in 320 reviews)', '""good culture and work env"" (in 115 reviews)']","['""The overall work attitude is very negative due to the tedious work and low pay."" (in 522 reviews)', '""Low salary but not too bad"" (in 446 reviews)', '""Poor management of conflicts (Management has no interest in resolving conflicts.. they are only concerned about workload being completed or not)"" (in 341 reviews)', '""Long hours and lack of staffing"" (in 167 reviews)', '""Managers don\'t have time to delegate a task and cannot explain what end result they want."" (in 155 reviews)']"
17,Unum Group,"['""Great benefits and people for the most part"" (in 228 reviews)', '""Pay is good"" (in 82 reviews)', '""Great people at both the Corporate and Field Office level."" (in 78 reviews)', '""Work life balance is great"" (in 50 reviews)', '""Flexible, work from home, and quiet."" (in 41 reviews)']","['""Management has no experience doing they job they are in charge of."" (in 47 reviews)', '""If did the additional training and still didn\'t know the information by then they would terminate me."" (in 37 reviews)', '""some bad managers throughout my years there"" (in 34 reviews)', '""Upper management is invisible and I was actually reprimanded once for presenting an idea and not clearing it with my manager first because she wanted to so"" (in 19 reviews)', '""Poor leadership often led to conflicting department goals"" (in 15 reviews)']"
18,Alleghany,,
19,Boston Scientific,"['""I worked with great people that were always willing to take the time out to teach me new things."" (in 336 reviews)', '""good benefits and matching 401K"" (in 292 reviews)', '""Great culture: Family and health first."" (in 191 reviews)', '""My work life balance is good and respected."" (in 184 reviews)', '""Good Pay and you get paid every week"" (in 140 reviews)']","['""Bad management and multiple managers"" (in 99 reviews)', '""But not all managers are bad."" (in 56 reviews)', '""Ups and Downs of stock and lots of layoffs."" (in 38 reviews)', '""Long hours and lack of copmpetence"" (in 33 reviews)', '""Top heavy organization and middle to upper management is stagnant."" (in 20 reviews)']"
20,Westlake,"['""Good benefits"" (in 22 reviews)', '""Pay is good."" (in 17 reviews)', '""Some really great people have been hired and work as a team to accomplish goals."" (in 15 reviews)', '""Quarterly bonuses are a great perk"" (in 10 reviews)', '""Friendly work Environment"" (in 6 reviews)']","['""The high management needs to improve the efficiency."" (in 8 reviews)', '""No more 9/80s or work from home days so work life balance took a major hit."" (in 6 reviews)', '""Shift work and long hours"" (in 4 reviews)', '""The current culture doesn’t do much for attracting women or POC looking to be in sales or customer facing roles, especially when racism at a customer and inappropriate behavior at a customer towards females have been tolerated."" (in 3 reviews)']"
21,Entergy,"['""Pay and benefits are good"" (in 54 reviews)', '""The pay is very good for this part of Arkansas.Job is challenging and you have to constantly learn."" (in 42 reviews)', '""Great people to work with."" (in 22 reviews)', '""Decent Salary and Alternate Friday Off are the top Pros.Good company to settled down."" (in 10 reviews)', '""Coworkers were always happy to help and there’s a lot of interesting work for interns"" (in 9 reviews)']","['""You will not get promoted or get a raise unless you are in the buddy program which has created poor management throughout ."" (in 15 reviews)', '""Poor work life balance."" (in 14 reviews)', '""Long hours and significant demands"" (in 9 reviews)', '""Your direct manager can want to promote you as they know & see what you are doing, but wait, they have to go prove why you should be promoted to the manager above them, then it has to go to director then VP. 3 different people that know nothing of what you truly do day to day."" (in 8 reviews)', '""Bad leadership and line management is all over the company."" (in 8 reviews)']"
22,International Flavors & Fragrances,"['""Good benefits if you are hired by the company"" (in 45 reviews)', '""People were great and helpful"" (in 43 reviews)', '""Nice and friendly colleagues"" (in 28 reviews)', '""Good culture in iff jammu plant"" (in 24 reviews)', '""Good Pay is available."" (in 19 reviews)']","['""Management is horrible, no possibility for career growth"" (in 23 reviews)', '""No training, no trust, and no interest in setting you up for success."" (in 10 reviews)', '""5) Senior management does not practice what they preach"" (in 9 reviews)', '""No career progression, only 2 buses near there"" (in 8 reviews)', '""No leadership in HR."" (in 8 reviews)']"
23,DaVita,"['""pay was ok and good benefits"" (in 300 reviews)', '""Great culture and values and incorporate FUN in the workplace"" (in 223 reviews)', '""This position is flexible great for people with children and you can listen to music while you work."" (in 184 reviews)', '""They have Core Values that are aligned with their beliefs!! Just a good place to become part of a team!!"" (in 133 reviews)', '""Training was great and very detailed."" (in 118 reviews)']","['""Pay is low and does not keep up with inflation"" (in 341 reviews)', '""Under staffed over worked poor management never enough supplies and the machine do not work most of the time"" (in 272 reviews)', '""Long hours up to 20 without any care from management and then you\'re expected to return the next morning bright eyed and bushy tailed."" (in 237 reviews)', '""No work/life balance for frontline and patient"" (in 114 reviews)', '""Poor leadership can make job significantly less fulfilling"" (in 89 reviews)']"
24,Mutual of Omaha Insurance,"['""Good benefits and fair to their employees"" (in 52 reviews)', '""The people are great and most are dedicated and willing to listen."" (in 50 reviews)', '""Great culture and very inclusive"" (in 42 reviews)', '""The pay was good and tthey were understandable when it came down to attending to family business."" (in 40 reviews)', '""Work life balance is good and they help you get acclimated to the role."" (in 29 reviews)']","['""Micro Management Structure suffocates organic growth"" (in 37 reviews)', '""No salary.. commission only and you pay for expenses"" (in 29 reviews)', '""There is no salary to this job."" (in 18 reviews)', '""Upper management is aware of the issue and working on ?resolving, however, a number of the younger staff adhear to the same philosophies and, change in ?general at Mutual takes years."" (in 10 reviews)', '""Leadership is awful."" (in 10 reviews)']"
25,Assurant,"['""Good Benefits but not much else at this company."" (in 276 reviews)', '""Great people to work with and if you work hard you will be taken care of"" (in 150 reviews)', '""Assurant has great benefits and employees can work from home in any position."" (in 104 reviews)', '""A good work/life balance is respected."" (in 58 reviews)', '""Great culture and values."" (in 40 reviews)']","['""Management is poor and not capable of completing on larger projects."" (in 141 reviews)', '""Pay is low on that of that avg 15 per hour and now most teams have been cut to two"" (in 114 reviews)', '""Managers don\'t care about the employees."" (in 66 reviews)', '""Poor training, Mgmt does not listen to ee\'s, Only concerned with meeting metrics and not concerned with customer experience."" (in 42 reviews)', '""The rapid pace of change in the marketplace was not something that upper management was able to to navigate effectively."" (in 42 reviews)']"
26,Liberty Media,,
27,Hormel Foods,"['""Good pay and housing for interns."" (in 71 reviews)', '""Hormel pays okay and the benefits are good."" (in 71 reviews)', '""Great for people who don’t care about morals but will do whatever it takes to move up quick & make money fast."" (in 43 reviews)', '""Great culture; people are welcoming to questions; work for me as an intern was relevant and tasks that the other auditors would have been doing"" (in 17 reviews)', '""Coming out of college the salary is competitive."" (in 12 reviews)']","['""No work life balance but an awesome group of employees"" (in 47 reviews)', '""Long hours and weekends."" (in 22 reviews)', '""Management at the time was poor"" (in 18 reviews)', '""Upper management does not align themselves with future growth of employees."" (in 13 reviews)', '""barely any room for growth with no diversity what so ever"" (in 6 reviews)']"
28,Icahn Enterprises,,
29,Republic Services,"['""Benefits are good and not a hard job"" (in 281 reviews)', '""Good pay and you earn every red cent."" (in 219 reviews)', '""awesome place to work the people are great the company really cares about its workers whether your temp worker or not"" (in 155 reviews)', '""They have great training and encourage each employee to develop themselves fully."" (in 53 reviews)', '""Great employee\'s to work with and for."" (in 49 reviews)']","['""Poor management to work with"" (in 139 reviews)', '""long hours necessary to adequately cover specific market areas"" (in 71 reviews)', '""No work life balance be prepared to work up to 12 hours a day + Saturdays."" (in 60 reviews)', '""Micro management which evolved completing upper management tasks other jobs that were not in the job description( knocking on doors collecting money, site visits for other business units endless recording of activity\'s that were completely meaningless just to satisfy upper management , reporting the same material in multiple locations to make other members jobs easier , spending 60"" (in 44 reviews)', '""I have engaged direct manager and his manager multiple times with no success."" (in 39 reviews)']"
30,Mohawk Industries,"['""The pay was good for what I did"" (in 91 reviews)', '""Good Benefits, the healthy life center are great."" (in 57 reviews)', '""Great people and plenty of room to move up"" (in 46 reviews)', '""Company gas card and great coworkers."" (in 12 reviews)', '""workers and salary were both good."" (in 8 reviews)']","['""Poor management and most of the employees are a nightmare to work with."" (in 38 reviews)', '""Upper management is terrible!"" (in 24 reviews)', '""Long hours and hard to find babysitters"" (in 10 reviews)', '""There was just a lot of favors being done for lazy people just cause they were close to managers and supervisors!"" (in 10 reviews)', '""Terrible pay, favoritism big time, family working for the supervisor."" (in 9 reviews)']"
31,Conagra Brands,"['""good benefits and vacation packages"" (in 147 reviews)', '""The people here are great and nice to work with."" (in 141 reviews)', '""Good Pay and very flexable"" (in 128 reviews)', '""Good work / life balance"" (in 65 reviews)', '""ConAgra has a good culture for the most part"" (in 50 reviews)']","['""Poor management and policies that make it a difficult place to work"" (in 68 reviews)', '""No one in brand pays attention to the brand priority that was given by senior leadership."" (in 36 reviews)', '""Long hours and tons of overtime."" (in 34 reviews)', '""However, I think Sean (new CEO) is an awesome addition to the CAG family and has done a great job integrating himself with the company and staying connecting to everyone through weekly podcasts."" (in 29 reviews)', '""Department Managers have no idea what they\'re doing."" (in 25 reviews)']"
32,Norfolk Southern,"['""Pay is good but you are paid for the on call lifestyle and selling your life way for a paycheck."" (in 296 reviews)', '""Great benefits and retirement plan"" (in 213 reviews)', '""4. Good retirement that will follow you to another railroad if you decide to change employers"" (in 82 reviews)', '""The people were great and very welcoming."" (in 62 reviews)', '""Good salary and they give you a monthly stiffen for your housing,"" (in 36 reviews)']","['""Poor management/ communication"" (in 132 reviews)', '""No work life balance and feel tired"" (in 84 reviews)', '""hours are long and boring"" (in 67 reviews)', '""Upper management is demeaning and obnoxious."" (in 39 reviews)', '""The culture is terrible after years of layoffs and management ignoring employee survey results of how bad things are even though they get them every quarter."" (in 23 reviews)']"
33,AES,"['""Most of the people I have worked with are great people to be around both inside and outside of work."" (in 56 reviews)', '""Good Benefits and work balance"" (in 51 reviews)', '""Culture is great!"" (in 28 reviews)', '""Pay is good"" (in 24 reviews)', '""Good Work/Life Balance;"" (in 17 reviews)']","['""Long hours and always on call."" (in 12 reviews)', '""Many managers at all levels are technically capable but lack the soft skills needed for good management."" (in 7 reviews)', '""It does NOT invest time and resources into employee training and career assessment."" (in 6 reviews)', '""Lack of leadership from upper management."" (in 6 reviews)', '""Communication is 1"" (in 6 reviews)']"
34,AGCO,"['""Good benefits and PTO."" (in 44 reviews)', '""There are many great people and some teams within the organization that are more forward thinking."" (in 37 reviews)', '""Pay is good and competitive"" (in 31 reviews)', '""Competitive salary and package at least for my position."" (in 15 reviews)', '""Good work / life balance for the most part"" (in 14 reviews)']","['""Intuition punished, Static & Dogmatic approach to staff management, Poor prospects, No communication, declining industry."" (in 28 reviews)', '""Of course, it was the employees who actually did the work (not the clueless managers) who lost their jobs."" (in 10 reviews)', '""low salary, too much load work for one person, lack of leadership in management"" (in 8 reviews)', '""Communication can always be improved."" (in 8 reviews)', '""incompetent upper management, general unhappiness surrounding staff"" (in 7 reviews)']"
35,Caesars Entertainment,"['""Good benefits and surely will get your hours."" (in 297 reviews)', '""the people you work with are great I like the fact that I can meet so many different people from all around the world"" (in 148 reviews)', '""Pay was good and co"" (in 147 reviews)', '""Coworkers are great!"" (in 59 reviews)', '""time job and when the money is good it\'s good."" (in 50 reviews)']","['""2) The job is entirely comprised of trying to back up bad management decisions to the board."" (in 168 reviews)', '""Upper management did not seem to care about taking care of the employees, only focused on the bottom line."" (in 66 reviews)', '""Long hours and salaried"" (in 52 reviews)', '""There’s no work life balance and I hated their rejection policy when they reviewed your accounts."" (in 47 reviews)', '""Back Stabber Managers and Directors"" (in 41 reviews)']"
36,Equitable Holdings,"['""Good benefits and perks all year"" (in 54 reviews)', '""Good people to work with"" (in 50 reviews)', '""Good work life balance"" (in 24 reviews)', '""Good pay for role responsibilities"" (in 23 reviews)', '""Work from home, business casual dress code unless in the Manhattan office."" (in 16 reviews)']","['""Management poor and not experienced"" (in 30 reviews)', '""Salary low for responsibilities given"" (in 17 reviews)', '""Poor managers who provide no career guidance."" (in 17 reviews)', '""Unfortunately there were constant layoffs."" (in 15 reviews)', '""Upper management is unwilling to be accountable for, or admit to mistakes made in abolishment decisions."" (in 8 reviews)']"
37,Advance Auto Parts,"['""Some good people at store level but will leave and go to work somewhere else unfortunately"" (in 208 reviews)', '""The benefits are good and you will learn many things if you are not a vehicle expert."" (in 182 reviews)', '""Flexible hours and pay."" (in 94 reviews)', '""Good coworkers with a relaxed environment"" (in 66 reviews)', '""good work environment"" (in 45 reviews)']","['""The pay was low and there was a cap on the maximum I could ever expect to make there."" (in 326 reviews)', '""Poor corporate supply chain and DC upper management."" (in 174 reviews)', '""Poor management focuses on unreliable KPI numbers other than actually looking at each store for what they need."" (in 163 reviews)', '""Have District Managers do a job and not baby sit."" (in 101 reviews)', '""Stores will loose many team members and managers and district leaders will not even work in stores to help out."" (in 69 reviews)']"
38,Biogen,"['""Great benefits and really good HR."" (in 292 reviews)', '""Great people especially those that have been in the company for a bit of time."" (in 157 reviews)', '""Biogen has a great culture"" (in 85 reviews)', '""good pay and good work"" (in 76 reviews)', '""Good salary and benefit."" (in 73 reviews)']","['""Poor management all over the building."" (in 55 reviews)', '""Senior leadership and their culture"" (in 42 reviews)', '""Seem to have frequent layoffs"" (in 39 reviews)', '""Your direct manager has complete control over your career."" (in 36 reviews)', '""Upper management is detached and seem uninformed"" (in 27 reviews)']"
39,Auto-Owners Insurance,"['""Pension and great benefits"" (in 90 reviews)', '""People great and company puts family first"" (in 60 reviews)', '""Pension and 401k"" (in 35 reviews)', '""Yearly bonuses can be good"" (in 26 reviews)', '""The job security seemed solid, and they liked to promote from within."" (in 26 reviews)']","['""Low pay and micro"" (in 71 reviews)', '""low salary depending on large profit sharing to make ends meet."" (in 50 reviews)', '""Management a bit inconsistent at times."" (in 49 reviews)', '""Wanted more opportunities but direct manager was not helpful."" (in 21 reviews)', '""Poor training"" (in 20 reviews)']"
40,Booking Holdings,,
41,Amphenol,"['""Great people that want to do the best they can do to help customers reach their goals."" (in 33 reviews)', '""Good benefits"" (in 18 reviews)', '""Friendly work environment"" (in 13 reviews)', '""good work life balance"" (in 12 reviews)', '""Decent colleagues and bosses"" (in 6 reviews)']","['""Management has no ethical fiber."" (in 28 reviews)', '""low pay and not exciting work"" (in 17 reviews)', '""It pays way too lesser salary compared to"" (in 16 reviews)', '""Very little training"" (in 8 reviews)', '""Lots of miscommunication between managers and subordinates, poor communication between diferent divisions."" (in 7 reviews)']"
42,Quest Diagnostics,"['""Benefits with the company are good for me and my family"" (in 526 reviews)', '""It’s good and good pay"" (in 243 reviews)', '""I have been able to meet a few really great people who are trying to make a difference"" (in 193 reviews)', '""Most coworkers were great people"" (in 72 reviews)', '""Work life balance is good because they don\'t expect you to work more than your 40 hours."" (in 67 reviews)']","['""poor management from team leader(s)."" (in 281 reviews)', '""workers and immediate supervisor."" (in 76 reviews)', '""Absolute no care to employees to much favoritism"" (in 68 reviews)', '""poor upper management, didn\'t value other employee\'s input"" (in 67 reviews)', '""Many managers within organizations depend solely on thier personal self"" (in 65 reviews)']"
43,FirstEnergy,"['""The pay is good"" (in 54 reviews)', '""Good benefits and vacation time"" (in 45 reviews)', '""great people to work with and knowledgeable managers"" (in 28 reviews)', '""Work Life Balance is great"" (in 16 reviews)', '""+ great coworkers"" (in 15 reviews)']","['""Poor management, old thinking with no new blood, required tools ofr job not present."" (in 26 reviews)', '""upper management completely unqualified"" (in 10 reviews)', '""Managers think its the best place on earth to work , and don\'t understand why morale is low."" (in 7 reviews)', '""Long hours at times but overall very good"" (in 6 reviews)', '""Meet with supervisor to listen to calls and get coached on how to handle differently (can be a pro and a con)."" (in 5 reviews)']"
44,DCP Midstream,"['""Benefits were good."" (in 46 reviews)', '""Pay is good."" (in 34 reviews)', '""Many of the employees are good people."" (in 23 reviews)', '""Good compensation/benefits and work/life balance (although only for traditional full"" (in 8 reviews)', '""Great culture."" (in 8 reviews)']","['""Management is backstabbing and dishonest."" (in 12 reviews)', '""layoffs 2 times in last 3 years"" (in 9 reviews)', '""The Leadership at DCP is toxic and they send that toxicity down through the ranks."" (in 9 reviews)', '""Field personal feel that upper management are completely ignorant of what has to be done by hourly employees."" (in 6 reviews)', '""Communication is poor."" (in 5 reviews)']"
45,Ally Financial,"['""Great benefits and large enough to grow if you are in the right departments."" (in 240 reviews)', '""The people and culture are great."" (in 104 reviews)', '""Great people to work with and customer oriented."" (in 93 reviews)', '""Pay is good for an entry level position"" (in 84 reviews)', '""Good work/life balance depending on team"" (in 67 reviews)']","['""poor management who turns a blind eye to unethical behavior, out"" (in 70 reviews)', '""Managers have trouble forming businesslike emails and most of them don\'t even have college degrees."" (in 51 reviews)', '""Senior leadership know we don\'t want to go back in office but they keep on sugar coating and glossing over our concerns."" (in 39 reviews)', '""No work from home options at all for bank employees"" (in 32 reviews)', '""Working smarter and more efficiently is actually discouraged my upper management."" (in 25 reviews)']"
46,Delek US Holdings,"['""Great benefits and new equipment"" (in 14 reviews)', '""The people you work with are great"" (in 13 reviews)', '""Pay is good compared to non"" (in 11 reviews)', '""Friendly work environment, good team building ."" (in 7 reviews)', '""Alot of my coworkers were great as well as my managers."" (in 5 reviews)']","['""Poor management can ruin a company."" (in 13 reviews)', '""needs more system automation and better work life balance"" (in 11 reviews)', '""Many times, the managers will not listen to experienced employees, but then will allow costly damage to occur as a result, then look for a scapegoat."" (in 7 reviews)', '""Long hours like all driving jobs"" (in 7 reviews)', '""The main issue with Delek is the extreme negative culture that has been created by the head of the organization."" (in 6 reviews)']"
47,Williams,"['""Good Benefits compared to similar industries"" (in 73 reviews)', '""Pay was good but not great."" (in 55 reviews)', '""Great people to work with and for."" (in 53 reviews)', '""good work life balance for family life"" (in 24 reviews)', '""Great culture and wonderful people."" (in 17 reviews)']","['""Poor management with no accountability."" (in 25 reviews)', '""Mass layoffs gutting the company."" (in 15 reviews)', '""Managers always looking for brownie points."" (in 9 reviews)', '""Upper management doesn\'t seem to understand the needs of various departments."" (in 8 reviews)', '""If the employee is doing well but needs additional training, it is best to use personal means unless employee has made close relations to higher ups."" (in 7 reviews)']"
48,Newell Brands,"['""The people are great and you can have a lot of exposure to different brands."" (in 132 reviews)', '""Pay was good but not fantastic"" (in 66 reviews)', '""Benefits are good and the company will have outings for team building that can be a lot of fun."" (in 66 reviews)', '""Good work life balance only"" (in 47 reviews)', '""Great culture here."" (in 35 reviews)']","['""Slow, poor management."" (in 40 reviews)', '""Poor leadership"" (in 38 reviews)', '""Poor upper management."" (in 32 reviews)', '""They give high salary for new joinee and low salary for loyal people"" (in 27 reviews)', '""And there is a definite lack of good managers."" (in 22 reviews)']"
